employee,ticket_count,avg_steps,avg_comments,reopen_rate,success_rate,first_touch_rate,median_time_hours,std_time_hours,pct_high,pct_low,pct_hd_service,cluster,cluster_name,umap_1,umap_2
-.3.jn2,92,1.0434782608695652,0.717391304347826,0.0,0.8913043478260869,0.021739130434782608,0.08672,14.896826433776681,0.010869565217391304,0.0,0.08695652173913043,0,HD-Service-Spezialist,1.222159,10.617292
0ny0x93ygh,10,3.5,11.3,0.1,0.5,0.6,2218.5018055555556,2390.07881129515,0.0,0.0,0.0,0,HD-Service-Spezialist,-10.489515,4.452637
0ny0x93ygi,18,2.8333333333333335,5.444444444444445,0.05555555555555555,0.9444444444444444,0.6111111111111112,94.77232791666665,972.1468885715772,0.0,0.0,0.05555555555555555,0,HD-Service-Spezialist,-3.3758345,0.7057951
0ny0x93ygr,27,2.962962962962963,10.481481481481481,0.14814814814814814,0.9629629629629629,0.4074074074074074,445.5270208333333,1731.077449156916,0.037037037037037035,0.0,0.1111111111111111,0,HD-Service-Spezialist,-3.6208134,1.2813553
0zxu.ad,13,1.0,1.4615384615384615,0.0,0.9230769230769231,0.0,1.4605555555555556,279.8874022090282,0.6923076923076923,0.0,0.0,0,HD-Service-Spezialist,1.0637366,9.432915
1.ca.cz38j18x3czvj.ad,37,1.027027027027027,0.5675675675675675,0.0,0.8918918918918919,0.0,0.10625972222222223,6.599218689684446,0.16216216216216217,0.02702702702702703,0.05405405405405406,0,HD-Service-Spezialist,1.292163,10.657124
1n81u .ad h,34,1.1176470588235294,0.47058823529411764,0.0,0.9411764705882353,0.0,0.10113333333333333,0.6006333073808474,0.058823529411764705,0.0,0.38235294117647056,0,HD-Service-Spezialist,1.267246,10.65182
1n81u .ad i,48,1.1875,0.5625,0.0,0.8541666666666666,0.041666666666666664,0.1457877777777778,787.4430731343806,0.020833333333333332,0.020833333333333332,0.20833333333333334,0,HD-Service-Spezialist,0.24730133,7.100684
1n81u .ad o,17,1.1176470588235294,1.0,0.0,0.9411764705882353,0.11764705882352941,0.16820972222222222,3.837283814516772,0.058823529411764705,0.0,0.058823529411764705,0,HD-Service-Spezialist,1.3102107,10.30437
1n81u .ad p,43,1.1627906976744187,1.0232558139534884,0.0,0.9767441860465116,0.06976744186046512,0.08757138888888889,2.073652648737579,0.0,0.0,0.06976744186046512,0,HD-Service-Spezialist,1.248018,10.468386
1n81u.adh,45,1.1555555555555554,1.1555555555555554,0.0,0.9555555555555556,0.0,0.43416666666666665,35.58802514022143,0.7555555555555555,0.022222222222222223,0.022222222222222223,0,HD-Service-Spezialist,1.0666399,9.95996
1n81u.adp,32,1.375,3.28125,0.0,0.875,0.0,1.0031944444444445,238.41145570974413,0.59375,0.0,0.0625,0,HD-Service-Spezialist,0.9758262,9.187328
3cxhok,149,3.0067114093959733,7.429530201342282,0.0738255033557047,0.9395973154362416,0.7181208053691275,238.91416666666666,6105.818929613311,0.0,0.0,0.0,0,HD-Service-Spezialist,-4.242239,0.7256387
3cxigp,197,2.2893401015228427,3.49746192893401,0.005076142131979695,0.883248730964467,0.9746192893401016,0.08364555555555556,328.9258042645083,0.05583756345177665,0.0,0.1218274111675127,0,HD-Service-Spezialist,0.6767519,7.2235274
3cxigq,317,2.3785488958990535,6.280757097791798,0.022082018927444796,0.9463722397476341,0.6403785488958991,0.16333861111111111,834.8618983685811,0.03785488958990536,0.0031545741324921135,0.23974763406940064,0,HD-Service-Spezialist,0.08279223,6.765249
3cxigs,211,2.023696682464455,2.938388625592417,0.0,0.933649289099526,0.990521327014218,0.07333444444444445,0.12332871915532005,0.04739336492890995,0.009478672985781991,0.1895734597156398,0,HD-Service-Spezialist,1.5593166,10.35677
3cxiog,102,2.3823529411764706,3.343137254901961,0.00980392156862745,0.9117647058823529,0.23529411764705882,4.963825277777778,454.9724561576437,0.029411764705882353,0.058823529411764705,0.13725490196078433,0,HD-Service-Spezialist,-0.099777624,7.720394
3cxogo,404,2.0024752475247523,3.032178217821782,0.009900990099009901,0.943069306930693,0.9108910891089109,0.06875,86.96340264586354,0.5965346534653465,0.019801980198019802,0.01485148514851485,0,HD-Service-Spezialist,1.4482496,9.642194
4ggk,211,2.241706161137441,4.3649289099526065,0.004739336492890996,0.7298578199052133,0.8578199052132701,478.2761111111111,8293.20168049573,0.037914691943127965,0.004739336492890996,0.009478672985781991,0,HD-Service-Spezialist,-9.938497,4.034297
4ggo,133,2.1503759398496243,3.398496240601504,0.015037593984962405,0.6240601503759399,0.45112781954887216,76.3234413888889,1684.4025714595166,0.15789473684210525,0.007518796992481203,0.06015037593984962,0,HD-Service-Spezialist,-10.349453,4.305799
4ggr,110,1.6,2.3,0.00909090909090909,0.9,0.07272727272727272,1.0091754166666667,992.4295783104204,0.01818181818181818,0.0,0.1,0,HD-Service-Spezialist,0.47082016,7.1031346
4gis,98,2.663265306122449,3.836734693877551,0.08163265306122448,0.9591836734693877,0.5816326530612245,166.44641513888888,3349.6569478252504,0.04081632653061224,0.0,0.01020408163265306,0,HD-Service-Spezialist,-4.0232353,0.6293386
4glr,13,2.1538461538461537,1.8461538461538463,0.0,1.0,0.5384615384615384,142.59833333333333,842.0035043451012,0.0,0.0,0.0,0,HD-Service-Spezialist,-2.5928175,-0.05435781
4grg,57,2.7017543859649122,3.6666666666666665,0.0,0.8947368421052632,0.8596491228070176,138.7536111111111,266.56725450062606,0.0,0.017543859649122806,0.0,0,HD-Service-Spezialist,-3.2589297,-0.13468513
4gsg,123,3.089430894308943,1.910569105691057,0.024390243902439025,1.0,0.8861788617886179,217.85833333333332,1199.0799323894892,0.0,0.0,0.0,0,HD-Service-Spezialist,-2.6851795,-0.14000833
4hggg,32,3.0625,10.71875,0.03125,0.90625,0.21875,263.2976388888889,1646.3044218168077,0.4375,0.0,0.03125,0,HD-Service-Spezialist,-3.840022,2.7897327
4hghi,21,2.4285714285714284,9.904761904761905,0.047619047619047616,0.6190476190476191,0.6666666666666666,1036.2002777777777,2302.7006268922823,0.09523809523809523,0.23809523809523808,0.047619047619047616,1,Problemlöser,-10.544128,5.9491777
4hghk,609,1.9113300492610839,2.863711001642036,0.006568144499178982,0.9293924466338259,0.8801313628899836,0.05722222222222222,240.05306954312104,0.6584564860426929,0.0180623973727422,0.027914614121510674,0,HD-Service-Spezialist,1.352558,9.344189
4hgho,105,3.6476190476190475,9.80952380952381,0.13333333333333333,0.9714285714285714,0.29523809523809524,284.9533333333333,1771.7454741050508,0.20952380952380953,0.13333333333333333,0.02857142857142857,0,HD-Service-Spezialist,-10.670136,6.1595507
4hghq,519,2.321772639691715,4.360308285163777,0.005780346820809248,0.9364161849710982,0.6339113680154143,0.10972222222222222,264.31364599818977,0.7148362235067437,0.01348747591522158,0.015414258188824663,0,HD-Service-Spezialist,1.240767,9.183375
4hghs,236,1.8644067796610169,2.8771186440677967,0.0,0.9364406779661016,0.8559322033898306,0.06902777777777777,0.3242013165323133,0.6694915254237288,0.00847457627118644,0.01694915254237288,0,HD-Service-Spezialist,1.4842432,10.118223
4hgi,150,2.7333333333333334,4.026666666666666,0.013333333333333334,0.7666666666666667,0.88,655.1690277777777,8053.218837835538,0.006666666666666667,0.0,0.0,0,HD-Service-Spezialist,-9.78168,3.9482286
4hgih,84,3.119047619047619,4.285714285714286,0.09523809523809523,0.9880952380952381,0.011904761904761904,95.47305555555556,376.8805654168803,0.5238095238095238,0.03571428571428571,0.047619047619047616,0,HD-Service-Spezialist,-3.3240263,3.1085641
4hgir,74,2.72972972972973,5.594594594594595,0.06756756756756757,0.8918918918918919,0.20270270270270271,72.86625,486.0075269926754,0.4189189189189189,0.0,0.02702702702702703,0,HD-Service-Spezialist,-3.5167692,2.7428477
4hgkl,23,2.8260869565217392,4.6521739130434785,0.08695652173913043,0.8695652173913043,0.08695652173913043,25.081666666666667,388.39254622498333,0.391304347826087,0.0,0.0,0,HD-Service-Spezialist,-3.4450486,2.6570652
4hgko,13,2.6153846153846154,9.076923076923077,0.0,0.38461538461538464,0.5384615384615384,233.715,244.432428315312,0.46153846153846156,0.07692307692307693,0.0,0,HD-Service-Spezialist,-10.4604845,4.8740935
4hgkr,106,2.2358490566037736,3.150943396226415,0.05660377358490566,0.9056603773584906,0.0660377358490566,27.77263888888889,89.40143903021638,0.9905660377358491,0.0,0.009433962264150943,0,HD-Service-Spezialist,1.03582,9.104199
4hglq,331,1.8821752265861027,2.694864048338369,0.0,0.9123867069486404,0.8489425981873112,0.049166666666666664,56.23109380597075,0.7190332326283988,0.015105740181268883,0.00906344410876133,0,HD-Service-Spezialist,1.4015738,9.756556
4hgog,65,2.1846153846153844,14.046153846153846,0.046153846153846156,0.7076923076923077,0.12307692307692308,1030.8766666666668,2421.3679083802713,0.5846153846153846,0.06153846153846154,0.015384615384615385,0,HD-Service-Spezialist,-10.311582,5.399718
4hgok,40,1.75,8.85,0.025,0.825,0.075,127.60680555555555,603.2807826127779,0.55,0.0,0.0,0,HD-Service-Spezialist,-3.8726635,3.0676868
4hgol,532,1.9229323308270676,2.7537593984962405,0.0037593984962406013,0.9078947368421053,0.9060150375939849,0.050555555555555555,12.042209448829242,0.6672932330827067,0.05263157894736842,0.011278195488721804,0,HD-Service-Spezialist,1.5594367,9.911191
